ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779152941951.925,1,0,0,-0.041908,0.165881,0.208302,0.558887,0.252629,-0.134491,0.778290,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152941985.258,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942018.592,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942051.925,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942085.258,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942118.592,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942151.925,1,0,0,-0.040859,0.168804,0.207486,0.517679,0.268354,-0.208899,0.785083,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942185.258,1,0,0,-0.040395,0.169404,0.208147,0.505260,0.281961,-0.250295,0.776249,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942218.592,1,0,0,-0.040872,0.169806,0.206628,0.524962,0.269025,-0.225388,0.775397,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942251.925,1,0,0,-0.042248,0.171461,0.206068,0.601226,0.237819,-0.177764,0.741869,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942285.258,1,0,0,-0.039293,0.172645,0.205055,0.586360,0.236843,-0.203294,0.747502,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942318.592,1,0,0,-0.040932,0.172657,0.207015,0.544554,0.265582,-0.270899,0.748025,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942351.925,1,0,0,-0.040328,0.174207,0.204667,0.615664,0.231442,-0.189838,0.728940,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942385.258,1,0,0,-0.038264,0.173620,0.204864,0.587176,0.243695,-0.216394,0.740953,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942418.592,1,0,0,-0.039258,0.174421,0.205144,0.562454,0.253502,-0.232533,0.751871,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942451.925,1,0,0,-0.039704,0.175541,0.204356,0.561743,0.243359,-0.225574,0.757850,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942485.258,1,0,0,-0.039081,0.175592,0.203657,0.709470,0.197630,-0.159329,0.657426,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942518.592,1,0,0,-0.037750,0.174634,0.203354,0.810003,0.150425,-0.129359,0.551846,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779152942551.925,1,0,0,-0.037219,0.174186,0.203306,0.857420,0.141750,-0.104589,0.483529,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
